,id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link,country,kind_code,abstract,cpc_1,cpc_2,cpc_3,cpc_1_num,cpc_2_num,cpc_3_num,file_grant_days,cpc_1_GHY
196,US11857368B2,Universal ultrasound device and related apparatus and methods ,"Bfly Operations, Inc.","['Jonathan M. Rothberg', ' Susan A. Alie', ' Nevada J. Sanchez', ' Tyler S. Ralston', ' Christopher Thomas McNulty', ' Jaime Scott Zahorian', ' Paul Francis Cristman', ' Matthew de Jonge', ' Keith G. Fife']",2016-06-20,2023-01-31,2024-01-02,2024-01-02,https://patents.google.com/patent/US11857368B2/en,https://patentimages.storage.googleapis.com/1e/cc/61/6b14d0bd7a9ab9/US11857368-20240102-D00000.png,US,B2,"A processing device is coupled to a single ultrasound device having a single array of capacitive micromachined ultrasound transducers (CMUTs). The processing device generates a graphical user interface (GUI) having user selectable GUI menu options corresponding to respective ultrasound operating modes for the single ultrasound device having the single ultrasound transducer array. The user-selectable GUI menu options include GUI menu options labeled as representing an ultrasound operating mode for musculoskeletal imaging, breast imaging, carotid imaging, vascular imaging, and abdominal imaging, respectively. The processing device further receives, via the GUI, user input indicating selection of one of the ultrasound operating modes, and in response to receiving the user input, provides an indication to the single ultrasound device having the single array of CMUTs to operate in the selected ultrasound operating mode.","['H', 'Y']","['H02', 'Y02', 'Y04']","['H02J', 'H02S', 'Y02B', 'Y02E', 'Y04S']",2,3,5,336,0
197,US11900665B2,"Graphics neural network processor, method, and system ",Intel Corporation,"['Barnan Das', ' Mayuresh M. Varerkar', ' Narayan Biswal', ' Stanley J. Baran', ' Gokcen Cilingir', ' Nilesh V. Shah', ' Archie Sharma', ' Sherine Abdelhak', ' Praneetha Kotha', ' Neelay Pandit', ' John C. Weast', ' Mike B. MacPherson', ' Dukhwan Kim', ' Linda L. Hurd', ' Abhishek R. Appu', ' Altug Koker', ' Joydeep Ray']",2017-04-24,2023-07-25,2024-02-13,2024-02-13,https://patents.google.com/patent/US11900665B2/en,https://patentimages.storage.googleapis.com/ef/1f/8b/6ca93eb12cae60/US11900665-20240213-D00000.png,US,B2,"A graphics processor can include a processing cluster array including a plurality of processing clusters coupled with the plurality of memory controllers, each processing cluster of the plurality of processing clusters including a plurality of streaming multiprocessors, the processing cluster array configured for partitioning into a plurality of partitions. The plurality of partitions include a first partition including a first plurality of streaming multiprocessors configured to perform operations for a first neural network, The operations for the first neural network are isolated to the first partition. The plurality of partitions also include a second partition including a second plurality of streaming multiprocessors configured to perform operations for a second neural network. The operations for the second neural network are isolated to the second partition and protected from operations performed for the first neural network.","['H', 'Y']","['H01', 'Y02']","['H01M', 'H01G', 'Y02E']",2,2,3,203,0
198,US11955274B2,Receiver unit of a wireless power transfer system ,General Electric Company,"['Viswanathan Kanakasabai', ' Deepak Aravind', ' Suma Memana Narayana Bhat', ' Adnan Kutubuddin Bohori']",2018-04-19,2023-05-22,2024-04-09,2024-04-09,https://patents.google.com/patent/US11955274B2/en,https://patentimages.storage.googleapis.com/d8/0d/23/d4ddab43374354/US11955274-20240409-D00000.png,US,B2,"A receiver unit of a wireless power transfer system is presented. The receiver unit includes a main receiver coil, a plurality of auxiliary receiver coils disposed about a central axis of the main receiver coil, and a receiver drive subunit. The receiver drive subunit includes a main converter operatively coupled to the main receiver coil and having a main output terminal. The receiver drive subunit may include a plurality of auxiliary converters operatively coupled to the plurality of auxiliary receiver coils. The plurality of auxiliary converters may be operatively coupled to each other to form an auxiliary output terminal coupled in series to the main output terminal to form a common output terminal. In some implementations, the receiver drive unit may be formed on a substrate of an integrated electronic component. The integrated electronic component may further include a communication subunit and a controller disposed.","['F', 'H', 'Y']","['F03', 'H02', 'F05', 'Y02']","['F03D', 'H02J', 'H02M', 'F05B', 'Y02E']",3,4,5,323,0
199,US11744189B2,Plant treatment based on morphological and physiological measurements ,Blue River Technology Inc.,"['Lee Kamp Redden', ' Matthew Colgan']",2013-07-11,2023-04-07,2023-09-05,2023-09-05,https://patents.google.com/patent/US11744189B2/en,https://patentimages.storage.googleapis.com/d6/03/a4/74e4e7d94a05f7/US11744189-20230905-D00000.png,US,B2,"A system for plant parameter detection, including: a plant morphology sensor having a first field of view and configured to record a morphology measurement of a plant portion and an ambient environment adjacent the plant, a plant physiology sensor having a second field of view and configured to record a plant physiology parameter measurement of a plant portion and an ambient environment adjacent the plant, wherein the second field of view overlaps with the first field of view; a support statically coupling the plant morphology sensor to the physiology sensor, and a computing system configured to: identify a plant set of pixels within the physiology measurement based on the morphology measurement; determine physiology values for each pixel of the plant set of pixels; and extract a growth parameter based on the physiology values.","['B', 'G', 'Y']","['B64', 'B60', 'G01', 'G05', 'Y02']","['B64F', 'B64U', 'B60L', 'B60R', 'B64C', 'G01C', 'G05D', 'Y02T']",3,5,8,151,0
200,US11788556B2,Ceiling fan ,Hunter Fan Company,['Michael Selig'],2015-12-14,2023-02-28,2023-10-17,2023-10-17,https://patents.google.com/patent/US11788556B2/en,https://patentimages.storage.googleapis.com/f3/b8/bd/f045e589d6cadc/US11788556-20231017-D00000.png,US,B2,An ceiling fan comprising a motor system. The motor system is mounted around a motor shaft. The motor shaft couples to a downrod for suspending the ceiling fan from a structure. The motor shaft and motor are encased by a motor housing. The motor housing comprises hub arms for mounting a plurality of blade holders. The blade holders coupled to a plurality of blades rotatable about the motor during operation. The downrod comprises a wire disk mounting guy wiring to the downrod. A retention rod is utilized internal of the motor and downrod as a secondary retention method. An electrical connector is internal of the motor shaft and electrically couples to the stator to power the motor.,"['B', 'C', 'H', 'Y']","['H01', 'B01', 'B60', 'C01', 'C25', 'Y02']","['H01M', 'B01D', 'B60L', 'C01B', 'C01F', 'C25B', 'Y02B', 'Y02E', 'Y02T']",4,6,9,231,0
201,US11943771B2,Resource allocation patterns for scheduling services in a wireless network ,Qualcomm Incorporated,"['Wanshi Chen', ' Jing Jiang', ' Hao Xu']",2016-09-23,2023-02-06,2024-03-26,2024-03-26,https://patents.google.com/patent/US11943771B2/en,https://patentimages.storage.googleapis.com/1e/e6/f3/e5887296757c29/US11943771-20240326-D00000.png,US,B2,"Certain aspects of the present disclosure provide techniques for determination, selection, configuration, and/or indication of resource allocation patterns for scheduling services, such as reliable low-latency services (e.g., ultra-reliable low latency communications (URLLC)) and other services in a wireless network, such as new radio (NR) (e.g., a 5G network). A method of wireless communication by a user equipment (UE) is provided. The method generally includes determining a resource allocation pattern that defines resources, from a plurality of configured resource allocation patterns, wherein at least one of the plurality of configured resource allocation patterns comprises a plurality of resource elements with at least a first resource element associated with a first resource allocation restriction and at least a second resource element associated with a second resource allocation restriction and communicating based on the determined resource allocation pattern.","['G', 'H', 'Y']","['G05', 'H02', 'H01', 'Y02']","['G05F', 'H02S', 'H01L', 'H02J', 'H02M', 'Y02E']",3,4,6,414,1
202,US11991664B2,Apparatuses for transmission of paging blocks in swept downlink beams ,Ipla Holdings Inc.,"['Joseph M. Murray', ' Pascal M. Adjakple', ' Allan Y. Tsai', ' Qing Li', ' Lakshmi R. Iyer', ' Wei Chen', ' Guodong Zhang', ' Yifan Li', ' Mohamed Awadin']",2017-02-02,2023-02-23,2024-05-21,2024-05-21,https://patents.google.com/patent/US11991664B2/en,https://patentimages.storage.googleapis.com/04/8f/69/63fa10cc5a7f71/US11991664-20240521-D00000.png,US,B2,"New radio channel designs incorporate a synchronization signal burst series frame structure, with higher layer channels mapped to physical channels transmitted during a synchronization signal, allowing user equipment to select beams during which to listen for paging information. A physical common control channel configuration information element may be used to signal the paging configuration as part of the System Information. Paging may occur with or without user equipment assistance.","['G', 'H', 'Y']","['G05', 'H02', 'Y02']","['G05F', 'H02J', 'Y02E']",3,3,3,453,1
203,US11922091B2,"Display device, display unit, and display system ","Semiconductor Energy Laboratory Co., Ltd.","['Kensuke Yoshizumi', ' Yuichi Yanagisawa', ' Kei Takahashi']",2015-01-21,2023-01-26,2024-03-05,2024-03-05,https://patents.google.com/patent/US11922091B2/en,https://patentimages.storage.googleapis.com/da/e0/c8/efddbf890ceca2/US11922091-20240305-D00000.png,US,B2,"Provided is a display device or a display system capable of displaying images along a curved surface, a display device or a display system capable of displaying images seamlessly in the form of a ring, or a display device or a display system that is suitable for increasing in size. The display device includes a display panel. The display panel includes a first part and a second part and is flexible. The first part can display images. The second part can transmit visible light. The display panel is curved so that the second part and the first part overlap with each other.","['H', 'Y']","['H01', 'Y02']","['H01L', 'Y02E', 'Y02P']",2,2,3,404,0
204,US12002001B2,"Integrated multi-location scheduling, routing, and task management ",Descartes Systems (Usa) Llc,"['Patrick Miller Coughran', ' Douglas David Coughran', ' IV', ' Evan Fields', ' Rany Polany', ' Raimundo Onetto', ' Nathalie Saade', ' Nasser Mohamed', ' Aurelio de Padua Gandra']",2015-08-16,2023-06-28,2024-06-04,2024-06-04,https://patents.google.com/patent/US12002001B2/en,https://patentimages.storage.googleapis.com/1e/ad/8f/66f5858c6a3421/US12002001-20240604-D00000.png,US,B2,"Methods, systems, and apparatus, including computer programs encoded on computer storage media, for scoring candidate routes. One of the methods includes obtaining a predictive model trained on training examples from trip log data, wherein each training example has feature values from a particular trip and a value of a dependent variable that represents an outcome of a portion of the particular trip, wherein the features of each particular trip include values obtained from one or more external data feed sources that specify a value of a sensor measurement at a particular point in time during the trip. Sensor values from one or more external data feed sources of a sensor network are received. Feature values are generated using the sensor values received from the one or more external data feed sources. A predicted score is computed for each route using the feature values for the candidate route.","['B', 'C', 'E', 'Y']","['E03', 'B01', 'C02', 'Y02']","['E03B', 'B01D', 'B01J', 'C02F', 'Y02A']",4,4,5,342,0
205,US11900437B2,Data mesh based environmental augmentation ,Ebay Inc.,"['Ryan Melcher', ' John Tapley', ' Robert Lee']",2014-03-25,2023-04-14,2024-02-13,2024-02-13,https://patents.google.com/patent/US11900437B2/en,https://patentimages.storage.googleapis.com/0f/b6/5b/92d536ab8f25eb/US11900437-20240213-D00000.png,US,B2,"In various example embodiments, a system and method for data mesh-based environmental augmentation are presented. Attribute data associated with a user may be received from a plurality of attribute sources. A portion of the attribute data may include real-time data. A portion of the real-time data indicative of an identity of the user may be identified. The identity of the user may be authenticated with respect to the real-time data by analyzing the identified portion of the real-time data. Based on the authentication of the identity of the user, a user activity being performed by the user may be identified based on the real-time data, and the user activity may be augmented according to a user setting.","['A', 'B', 'H']","['H05', 'A61', 'H02', 'B60']","['H05B', 'A61B', 'H02J', 'B60L']",3,4,4,305,0
206,US11970821B2,Fibrous structures including an active agent and having a graphic printed thereon ,The Procter & Gamble Company,"['Paul Thomas Weisman', ' Hui Yang', ' Alrick Vincent Warner', ' Andreas Josef Dreher', ' Mark Robert Sivik']",2013-12-09,2023-07-26,2024-04-30,2024-04-30,https://patents.google.com/patent/US11970821B2/en,https://patentimages.storage.googleapis.com/52/c3/e0/87150b47101670/US11970821-20240430-D00000.png,US,B2,"The present disclosure relates to fibrous structures including active agents and having a graphic printed thereon. In some embodiments, a nonwoven web may include a fibrous structure comprising filaments. In turn, the filaments may include filament forming material, and an active agent releasable from the filaments when exposed to conditions of intended use. In addition, a graphic may be printed directly onto the fibrous structure.",['H'],"['H02', 'H04']","['H02J', 'H04B']",1,2,2,279,0
207,US11956600B2,"Device and method to reduce ear wax clogging of acoustic ports, hearing aid sealing system, and feedback reduction system ",The Diablo Canyon Collective Llc,['John P. Keady'],2008-10-15,2023-05-15,2024-04-09,2024-04-09,https://patents.google.com/patent/US11956600B2/en,https://patentimages.storage.googleapis.com/30/f7/da/c2b8ba2b10305b/US11956600-20240409-D00000.png,US,B2,"Devices and methods to reduce ear wax clogging of acoustic ports, hearing aid systems, and feedback reduction systems are provided. A conformal hearing aid includes a hearing aid body, where the hearing aid body houses a microphone and a receiver, where the microphone is positioned within the hearing aid body to measure acoustic signals from an ambient environment, and where the receiver is positioned within the hearing aid body to emit acoustic signals toward a tympanic membrane of a user; an expandable element, where the expandable element is operatively connected to the hearing aid body, and where the expandable element is configured to encompass a circumferential portion of the hearing aid body when expanded; and an inflation management system, where the inflation management system is configured to expand the expandable element when actuated.","['H', 'Y']","['H02', 'Y02']","['H02J', 'H02M', 'Y02E']",2,2,3,330,0
208,US11976360B2,Organic vapor jet printing system ,Universal Display Corporation,"['Gregory McGraw', ' William E. Quinn', ' Gregg Kottas', ' Siddharth Harikrishna Mohan', ' Matthew King']",2015-10-12,2023-01-20,2024-05-07,2024-05-07,https://patents.google.com/patent/US11976360B2/en,https://patentimages.storage.googleapis.com/38/ed/72/ec7a76d80c981f/US11976360-20240507-D00000.png,US,B2,"Systems and techniques for depositing organic material on a substrate are provided, in which one or more shield gas flows prevents contamination of the substrate by the chamber ambient. Thus, multiple layers of the same or different materials may be deposited in a single deposition chamber, without the need for movement between different deposition chambers, and with reduced chance of cross-contamination between layers.","['A', 'B', 'G', 'Y']","['A01', 'B25', 'G05', 'Y02']","['A01M', 'B25J', 'G05D', 'A01D', 'Y02P']",4,4,5,473,0
209,US11961521B2,Media system with multiple digital assistants ,"Roku, Inc.","['Anthony John Wood', ' David Stern', ' Gregory Mack Garner']",2017-08-28,2023-03-23,2024-04-16,2024-04-16,https://patents.google.com/patent/US11961521B2/en,https://patentimages.storage.googleapis.com/f9/7e/0b/80aa441adde150/US11961521-20240416-D00000.png,US,B2,"Disclosed herein are system, apparatus, article of manufacture, method and/or computer program product embodiments, and/or combinations and sub-combinations thereof, for providing voice control using multiple digital assistants. In some embodiments, a voice platform operates to receive a voice input from a user. The voice platform selects a digital assistant from a plurality of digital assistants based on a trigger word. The voice platform then generates an intent from the voice input using the selected digital assistant. The voice platform then transmits the intent to a media device for processing.","['B', 'H', 'Y']","['B60', 'H02', 'Y02', 'Y04']","['B60L', 'H02J', 'B60K', 'B60Y', 'Y02E', 'Y02T', 'Y04S']",3,4,7,390,0
210,US12004397B2,Display apparatus and method of manufacturing display apparatus ,"Samsung Display Co., Ltd.","['Ji-Hyun Ka', ' Seung-Kyu Lee', ' Hwan-Soo Jang', ' Jin-Tae Jeong']",2016-04-12,2023-04-14,2024-06-04,2024-06-04,https://patents.google.com/patent/US12004397B2/en,https://patentimages.storage.googleapis.com/b6/64/68/36c484ca37a6aa/US12004397-20240604-D00000.png,US,B2,"A display apparatus includes a substrate including a display area, a peripheral area surrounding the display area, a function-adding area, of which at least a portion is surrounded by the display area, and a detour area disposed between the display area and the function-adding area. The display apparatus includes a plurality of pixel circuits disposed in the display area. A plurality of driving lines are electrically connected to the pixel circuits and extend in a direction in the display area. A first detour line is disposed in the detour area and is electrically connected to a first driving line. A second detour line is disposed in the detour area. The second detour line is electrically connected to a second driving line and is disposed in a different layer from the first detour line.","['G', 'H', 'Y']","['G05', 'H02', 'Y02']","['G05F', 'H02J', 'H02M', 'Y02E']",3,3,4,417,1
211,US11865008B2,Method and system for determining a relative position of a tool ,Intellijoint Surgical Inc.,"['Richard Tyler Fanson', ' Andre Novomir Hladio', ' Armen Garo Bakirtzian']",2010-12-17,2023-02-17,2024-01-09,2024-01-09,https://patents.google.com/patent/US11865008B2/en,https://patentimages.storage.googleapis.com/ce/50/1e/4ac2237f7d4216/US11865008-20240109-D00000.png,US,B2,"Presented are methods and systems for determining, monitoring, and displaying the relative positioning of two rigid bodies such as during a surgery. In particular, the present disclosure relates to methods and systems for positioning a prosthesis relative to a bone during a surgery as well as to systems and methods for verifying resulting relative positioning of adjacent bones.","['H', 'Y']","['H01', 'H02', 'Y02']","['H01L', 'H02S', 'Y02B', 'Y02E', 'Y02P']",2,3,5,326,0
212,US11933980B2,Information display apparatus ,"Maxell, Ltd., Hitachi Industry & Control Solutions, Ltd.","['Koji Hirata', ' Masahiko Yatsu', ' Toshinori Sugiyama', ' Kazuomi Kaneko']",2016-08-30,2023-04-26,2024-03-19,2024-03-19,https://patents.google.com/patent/US11933980B2/en,https://patentimages.storage.googleapis.com/de/91/9f/02ab8831081242/US11933980-20240319-D00000.png,US,B2,"The information display apparatus configured to display video information of a virtual image on a reflecting surface of conveyance includes: a display configured to display the video information; and a virtual image optical system configured to display a virtual image at a front of the conveyance by reflecting light emitted from the display by means of the reflecting surface. The virtual image optical system includes a concave mirror and an optical element. The optical element is arranged between the display and the concave mirror, and is configured to correct distortion of the virtual image obtained so as to correspond to a viewpoint position of a driver on a basis of a shape of the concave mirror and a shape of the optical element. The information display apparatus further includes a virtual image double image conversion reducer configured to reduce double image conversion of the virtual image.","['B', 'H', 'Y']","['H01', 'B64', 'Y02']","['H01M', 'B64C', 'B64U', 'Y02B', 'Y02E', 'Y02T']",3,3,6,328,0
213,US11958265B2,Center-fed dunnage system feed and cutter ,Pregis Innovative Packaging Llc,"['Thomas D. Wetsch', ' Robert Tegel']",2010-12-23,2023-04-10,2024-04-16,2024-04-16,https://patents.google.com/patent/US11958265B2/en,https://patentimages.storage.googleapis.com/82/58/7f/59ab66eb1e2138/US11958265-20240416-D00000.png,US,B2,"A dunnage system may include a converting station including a converter configured for pulling in a stream of sheet material and converting the material into dunnage, and an inlet guide having an inlet surface that is coiled such that first and second ends of the inlet surface are discontinuous with each other to define a gap therebetween, the inlet surface configured to channel the sheet material into the converter. A cutter for a dunnage system may include a blade with first and second phases of serrations that are coextensive over at least a portion of the blade, the first phase providing cutting serrations for cutting the dunnage, and the second phase comprising ledges for focusing the cutting and preventing or reducing bunching of the dunnage towards a side of the blade. A method of converting dunnage may also be provided.","['F', 'Y']","['F03', 'F02', 'F24', 'F28', 'Y02']","['F03G', 'F02C', 'F24S', 'F28D', 'Y02E']",2,5,5,372,0
214,US11986185B2,Methods for controlling a surgical stapler ,Cilag Gmbh International,"['Frederick E. Shelton', ' IV', ' Jason L. Harris', ' Chad P. Boudreaux', ' Gregory J. Bakos', ' Chester O. Baxter', ' III']",2018-03-28,2023-02-21,2024-05-21,2024-05-21,https://patents.google.com/patent/US11986185B2/en,https://patentimages.storage.googleapis.com/f5/d3/b1/c98b1b0dd1b09d/US11986185-20240521-D00000.png,US,B2,A method for controlling a powered surgical stapler that includes an end effector with jaws that are movable between an open and a closed position and a firing member that is movable between a starting position and an ending position within the end effector. The jaws and firing member are controlled by separate rotary systems and the end effector includes a firing member lockout system that prevents axial movement of the firing member unless the surgical staple cartridge is in ready to fire condition.,"['G', 'H', 'Y']","['G05', 'H02', 'Y02']","['G05F', 'H02J', 'H02M', 'Y02E']",3,3,4,455,1
215,US11935537B2,Trigger word detection with multiple digital assistants ,"Roku, Inc.","['Frank Maker', ' Andrey Eltsov', ' Robert Curtis', ' Gregory Medding']",2018-02-13,2023-04-19,2024-03-19,2024-03-19,https://patents.google.com/patent/US11935537B2/en,https://patentimages.storage.googleapis.com/86/e4/87/bdb59aac187f7b/US11935537-20240319-D00000.png,US,B2,"Disclosed herein are system, apparatus, article of manufacture, method and/or computer program product embodiments, and/or combinations and sub-combinations thereof, for selecting a digital assistant from among multiple digital assistants. An embodiment operates by receiving a voice input containing a trigger word at a first voice adapter associated with a digital assistant that generates a first confidence score for the trigger word. The embodiment further receives the voice input at a second voice adapter that generates a second confidence score for the trigger word. The embodiment determines the first confidence score is higher than the second confidence score. The embodiment selects the digital assistant based on the determining.","['C', 'H', 'Y']","['C25', 'H02', 'Y02']","['C25B', 'H02B', 'H02J', 'Y02E', 'Y02P']",3,3,5,335,0
216,US12003562B2,System and method for streaming content from multiple servers ,Bright Data Ltd.,"['Derry Shribman', ' Ofer Vilenski']",2015-05-14,2023-01-22,2024-06-04,2024-06-04,https://patents.google.com/patent/US12003562B2/en,https://patentimages.storage.googleapis.com/7d/26/43/643f7044100cfb/US12003562-20240604-D00000.png,US,B2,"A system and a method for media streaming from multiple sources are disclosed. A content requesting client device accesses a server to receive a list of available sources that may include multiple Content Delivery Networks (CDNs) and independent servers. Based on a pre-set criteria, such as the source delivery performance and cost, the client device partitions the content into parts, allocates a source to each part, and simultaneously receives media streams of the content parts from the allocated sources. The server may be a Video-on-Demand (VOD) server, and the content may be a single file of a video data, such as a movie. The delivery performance of the used sources is measured during the streaming for updating the partition or the allocation. The updated measured performance may be stored locally at the client device, or at a server for use by other clients. The client actions may be implemented as a client-side script.","['H', 'Y']","['H01', 'Y02']","['H01M', 'Y02E', 'Y02P']",2,2,3,499,0
217,US11812330B2,Providing status of user devices associated with a biohazard ,"The Safety Network Partnership, Llc","['Gary W. Grube', ' Evan Edward Quisenberry', ' John Edward Buchalo']",2011-08-09,2023-02-17,2023-11-07,2023-11-07,https://patents.google.com/patent/US11812330B2/en,https://patentimages.storage.googleapis.com/38/3e/0f/c040a0144aaeab/US11812330-20231107-D00000.png,US,B2,"A method includes identifying a first user device potentially associated with a biohazard and identifying a geographic area associated with the biohazard based on previous location information of the first user device. The method further includes identifying a another user device potentially associated with the biohazard based on the geographic area associated with the biohazard and previous location information of the other user device. The method further includes issuing a safety notification to the other user device, where the safety notification includes one or more of the geographic area associated with the biohazard, a safety status request, a safety status level of the first user device, a subset of the previous location information of the first user device, and a subset of the previous location information of the other user device.","['B', 'F', 'Y']","['B01', 'F01', 'Y02']","['B01D', 'B01J', 'F01N', 'Y02A', 'Y02C', 'Y02P']",3,3,6,263,0
218,US11902364B2,Automatic replacement of computing nodes in a virtual computer network ,"Amazon Technologies, Inc.","['Eric Jason Brandwine', ' Kevin Christopher Miller', ' Andrew J. Doane']",2010-05-24,2023-02-17,2024-02-13,2024-02-13,https://patents.google.com/patent/US11902364B2/en,https://patentimages.storage.googleapis.com/77/57/06/0996f771a56335/US11902364-20240213-D00000.png,US,B2,"Techniques are described for providing managed computer networks, such as for managed virtual computer networks overlaid on one or more other underlying computer networks. In some situations, the techniques include facilitating replication of a primary computing node that is actively participating in a managed computer network, such as by maintaining one or more other computing nodes in the managed computer network as replicas, and using such replica computing nodes in various manners. For example, a particular managed virtual computer network may span multiple broadcast domains of an underlying computer network, and a particular primary computing node and a corresponding remote replica computing node of the managed virtual computer network may be implemented in distinct broadcast domains of the underlying computer network, with the replica computing node being used to transparently replace the primary computing node in the virtual computer network if the primary computing node becomes unavailable.","['H', 'Y']","['H02', 'Y02', 'Y04']","['H02M', 'H02J', 'Y02B', 'Y02E', 'Y04S']",2,3,5,361,0
219,US12001904B2,Transponders and sensors for implantable medical devices and methods of use thereof ,Establishment Labs S.A.,"['Randolph Keith Geissler', ' Rudy A. Mazzocchi', ' Juan José CHACÓN QUIRÓS', ' Steven A. Lewis']",2016-02-09,2023-01-26,2024-06-04,2024-06-04,https://patents.google.com/patent/US12001904B2/en,https://patentimages.storage.googleapis.com/15/ad/bc/a3af37f99fac04/US12001904-20240604-D00000.png,US,B2,"Implantable transponders comprising no ferromagnetic parts for use in medical implants are disclosed herein. Such transponders may assist in preventing interference of transponders with medical imaging technologies. Such transponders may optionally be of a small size, and may assist in collecting and transmitting data and information regarding implanted medical devices. Methods of using such transponders, readers for detecting such transponders, and methods for using such readers are also described.","['F', 'H', 'Y']","['H02', 'F24', 'H01', 'Y02']","['H02S', 'F24S', 'H01L', 'H02J', 'Y02B', 'Y02E']",3,4,6,495,0
220,US11914825B2,Flexible display device ,"Samsung Display Co., Ltd.","['Dohyun Kwon', ' Choongyoul Im', ' Mi Jang', ' Minjung Lee', ' Hyoungwook JANG', ' Kyuyoung Kim', ' MuGyeom Kim', ' Dongki Lee', ' Junghun Lee', ' Jangdoo LEE']",2015-06-26,2023-02-22,2024-02-27,2024-02-27,https://patents.google.com/patent/US11914825B2/en,https://patentimages.storage.googleapis.com/9c/08/b6/6b781297c98ce7/US11914825-20240227-D00000.png,US,B2,"A flexible display device including a display panel providing a base surface and a touch screen disposed on the base surface. The display panel may include a plurality of light emitting areas and a non-light emitting area disposed adjacent to the light emitting areas. A plurality of touch electrodes and a plurality of insulating layers of the touch screen may have a mesh shape through which openings corresponding to the plurality of light emitting areas are defined. Accordingly, a flexibility of the flexible display device is improved, and the touch electrode is prevented from being cracked.","['G', 'H', 'Y']","['G06', 'G05', 'H02', 'Y04']","['G06Q', 'G05B', 'G05F', 'G06N', 'H02J', 'Y04S']",3,4,6,370,1
221,US11853633B2,Digital picture display system with photo clustering and automated interaction with viewer devices ,"Aura Home, Inc.","['Ophir Frieder', ' Abdur Chowdhury', ' Eric Jensen', ' Ben Cherry', ' Richard Sanford', ' Alek KOLCZ']",2013-10-10,2023-02-10,2023-12-26,2023-12-26,https://patents.google.com/patent/US11853633B2/en,https://patentimages.storage.googleapis.com/9f/bc/bd/da1d5bcfab206c/US11853633-20231226-D00000.png,US,B2,"A digital picture frame including a camera integrated with the frame, and a network connection module allowing the frame for direct contact and upload of photos from electronic devices or from a user's social media account or her or his community members' social media accounts. The integrated camera is used to automatically determine an identity of a frame viewer, and a viewer profile automatically determined from the identity of the viewer. The displayed photos are automatically shown and/or changed according to the detected viewers.","['G', 'H', 'Y']","['G21', 'H05', 'Y02']","['G21B', 'H05H', 'Y02E']",3,3,3,319,1
222,US11926044B2,Clutched joint modules having a quasi-passive elastic actuator for a robotic assembly ,Sarcos Corp.,"['Fraser M. Smith', ' Marc X. Olivier']",2016-11-11,2023-08-04,2024-03-12,2024-03-12,https://patents.google.com/patent/US11926044B2/en,https://patentimages.storage.googleapis.com/c7/d3/1d/4969d328150357/US11926044-20240312-D00000.png,US,B2,"A method for operating a robotic joint of a robotic system comprising selectively operating a clutch mechanism of a clutched joint module in an engaged state to cause a quasi-passive elastic actuator to enter an elastic state, the clutched joint module operating about and defining a joint of the robotic system. The method comprising effecting a first rotation of the joint to cause the quasi-passive elastic actuator to store energy during at least a portion of the rotation of the joint. The method comprising effecting a second rotation of the joint and causing the stored energy from the quasi-passive elastic actuator to be released in the form of an augmented torque applied to an output member of the clutched joint module. The method comprising selectively operating the clutch mechanism in a disengaged state to cause the quasi-passive elastic actuator to enter an inelastic state. The method comprising effecting a third rotation of the joint, wherein the quasi-passive elastic actuator facilitates a free swing mode of the clutched joint module and the joint.","['A', 'C', 'G', 'Y']","['C07', 'C25', 'A61', 'C12', 'G01', 'Y02']","['C07K', 'C25B', 'A61P', 'C12N', 'C12P', 'G01N', 'Y02E', 'Y02P', 'Y02W']",4,6,9,221,0
223,US11851594B2,"Benzo[a]anthracene compound, light-emitting element, display device, electronic device, and lighting device ","Semiconductor Energy Laboratory Co., Ltd.","['Hiroshi Kadoma', ' Kaori Ogita', ' Tsunenori Suzuki', ' Satoshi Seo']",2014-10-31,2023-01-20,2023-12-26,2023-12-26,https://patents.google.com/patent/US11851594B2/en,https://patentimages.storage.googleapis.com/35/f7/5d/c592648d5d6053/US11851594-20231226-D00000.png,US,B2,"Provided is a light-emitting element with high emission efficiency including a fluorescent material as a light-emitting substance. In a light-emitting element including a pair of electrodes and an EL layer between the pair of electrodes, a delayed fluorescence component due to triplet-triplet annihilation accounts for 20% or more of light emitted from the EL layer, and the light has at least one emission spectrum peak in the blue wavelength range. The EL layer includes an organic compound in which an energy difference between the lowest singlet excited energy level and the lowest triplet excited energy level is 0.5 eV or more. The EL layer includes a benzo[a]anthracene compound.","['H', 'Y']","['H02', 'H03', 'Y02']","['H02J', 'H03B', 'Y02E']",2,3,3,340,0
224,US11832963B2,Breath analysis system ,Invoy Holdings Inc.,"['Lubna M. Ahmad', ' Salman A. Ahmad', ' Zachary Smith']",2014-07-23,2023-03-14,2023-12-05,2023-12-05,https://patents.google.com/patent/US11832963B2/en,https://patentimages.storage.googleapis.com/30/46/06/5824955e3e49b3/US11832963-20231205-D00001.png,US,B2,"A portable system is provided for measuring an analyte, such as acetone, in the breath or other bodily fluid of a user. The system includes a portable measurement device that analyzes fluid samples and generates corresponding measurements. The portable measurement device communicates with an application which runs on a smartphone or other mobile device of the user, and the application reports measurement data to a remote system.","['A', 'E', 'F', 'H', 'Y']","['H02', 'E04', 'F16', 'F24', 'A47', 'Y02']","['H02S', 'E04B', 'E04C', 'F16M', 'F24S', 'A47J', 'Y02E']",5,6,7,266,0
